Id,MSZoning,LotFrontage,LotShape,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice
737,191876.81635220125,-0.4222994204186727,0,-0.5878644612173082,3,-0.660045813150198,-1.6876248753526448,171381.57894736843,91750.0,-0.5706671562811166,2,149126.90293453724,2,0,0,-0.9322242898414651,-2.3092848698413815,3,0,106404.14285714286,-0.3132090492244067,-0.7978280928003665,-0.8886683408237356,2,2,6,0,132287.65,-1.1835218767371745,0,2,-0.3088700148545313,2,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,11.44571671527678
31,74528.0,-0.8850312823977481,0,-1.3421693718971661,4,-1.6397139465279864,-1.6876248753526448,195839.7435897436,195897.36842105264,-0.5706671562811166,2,129980.67543859649,2,0,0,-0.9322242898414651,-0.8876842978418086,2,0,186204.07212055975,-1.2929269551983509,0.7374380551594363,-0.3745236040874787,1,2,6,0,132287.65,-2.3721370162694297,0,1,-1.0143826244024596,0,-0.7494211602795274,0.14392705140167134,172344.77349943374,174460.82155688622,10.596634733096073
598,191876.81635220125,-0.7462117238040255,0,0.2799124836728959,7,1.1686680358216737,1.0660275667736452,214791.4425770308,214491.08238636365,-0.17097961913362578,3,226904.63863636364,4,2,0,-0.9322242898414651,0.4462983652517815,4,1,186204.07212055975,0.5938443573294752,-0.7978280928003665,-0.21675355851859124,0,3,7,1,194638.7776096823,1.1527216733779482,2,3,0.8575774995980435,2,0.1788120477867377,-0.43977710150510707,275185.89285714284,271364.8620689655,12.17664898415669
501,124978.82098765433,-2.226953682137067,0,-1.2366221368040868,6,0.09103308910610651,-0.5765019601087032,158342.96,163130.8085106383,1.0114293449277012,2,149126.90293453724,2,0,3,-0.17863874636665306,-0.8373040002208684,2,1,186204.07212055975,-1.2352964901410601,0.45704513592126866,-0.5582793042206535,1,2,7,0,132287.65,-0.19984038195185963,0,1,-0.9485347808446529,2,0.3644586893999907,-0.25544947427138753,172344.77349943374,174460.82155688622,11.635143097694478
592,191876.81635220125,1.2898084689039064,1,2.5155883637195844,10,1.2339792447135263,1.1143372587407732,214994.68292682926,211104.43902439025,1.7608434770792467,4,226904.63863636364,4,3,5,1.9000719381621824,1.4626661085611836,4,1,186204.07212055975,1.4106935577067279,0.5076077934888071,1.4426160972294724,2,4,10,1,259745.57142857142,1.2346951312767245,1,3,1.770040474613364,2,2.20545455206475,3.5232668840198618,200487.5,174460.82155688622,13.021326833226556
453,191876.81635220125,-0.05211393083541234,1,0.9483463932540599,6,0.842111991362411,0.5829306471023663,214791.4425770308,214491.08238636365,-0.3375160929450803,3,226904.63863636364,4,0,4,0.6384511968391825,-0.39921445569095376,4,1,186204.07212055975,-0.6940712530812853,1.1970985785006945,0.440312278321246,2,2,7,0,194638.7776096823,0.7428543838840671,2,2,-0.20539483212083515,2,0.3644586893999907,1.1884502723927484,172344.77349943374,174460.82155688622,12.225875272826354
1080,191876.81635220125,-0.19093348942913496,0,0.2639995720292841,5,0.7768007824705584,0.43800157120098254,214791.4425770308,214491.08238636365,-0.5706671562811166,2,226904.63863636364,3,0,5,0.11559830572042243,-0.1407416244183041,3,1,186204.07212055975,-0.4384926689141694,-0.7978280928003665,-0.9814742499819047,1,2,5,0,194638.7776096823,0.7428543838840671,0,1,-0.7839151719501364,2,-0.7494211602795274,0.2975334074297709,172344.77349943374,174460.82155688622,11.744037185933616
1235,130852.42857142857,-0.6536653514082104,0,-0.5920744909715129,5,-1.933614386541323,-1.6876248753526448,148596.88815789475,149385.11643835617,-0.5706671562811166,2,226904.63863636364,2,2,0,-0.9322242898414651,-0.2502640105507828,2,0,123589.2463768116,-0.35329980752513074,1.3625763669035473,0.8263848604192294,1,2,7,0,194638.7776096823,0.04607999174446908,0,0,-2.190236973649007,0,-0.7494211602795274,2.263694764589445,172344.77349943374,146863.4935064935,11.77528972943772
625,191876.81635220125,0.5031643035394782,0,0.17545306482562342,6,0.05837748466018023,-0.6248116520758311,214791.4425770308,214491.08238636365,1.0280829923088468,2,149126.90293453724,2,0,1,-0.40937139872270506,-0.705877136861894,3,1,186204.07212055975,-0.3833678762506738,0.9902513429971282,0.5034202965488009,1,2,8,1,194638.7776096823,-0.24082711090124775,1,2,0.08621704649230856,2,0.3953997963355329,-0.6855472711500663,172344.77349943374,174460.82155688622,12.014609430818936
418,191876.81635220125,0.7808034207269234,1,0.4931461145684885,6,-1.705025155419839,-1.6876248753526448,151492.33974358975,163763.52380952382,-0.5706671562811166,2,129980.67543859649,3,0,3,1.455541140045018,0.6916285101885338,2,0,123589.2463768116,0.513662840728027,2.084243388549323,2.0514228613070618,2,2,10,1,132287.65,-2.454110474168206,0,3,1.8735156573470602,0,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,12.384218830913648
318,209801.8536585366,0.2717983725499405,0,0.7237256393837395,8,1.1686680358216737,1.0177178748065174,214791.4425770308,214491.08238636365,-0.5706671562811166,3,226904.63863636364,3,2,0,-0.9322242898414651,0.07392225240135407,4,1,186204.07212055975,-0.19293677432223452,1.2039934863508133,0.8171042695034125,2,3,8,1,194638.7776096823,1.1527216733779482,1,3,2.6307658582618365,2,0.8595164003686655,0.02104196657919167,172344.77349943374,174460.82155688622,12.506177237980511
1386,124978.82098765433,-1.3477631443768237,0,-1.3421693718971661,4,-1.5744027376361338,1.0660275667736452,214791.4425770308,214491.08238636365,-0.5706671562811166,2,129980.67543859649,2,0,3,0.6236335035686104,-0.5656884826123213,3,1,186204.07212055975,-0.9245931133104486,0.024964243980485894,-0.67707086794311,1,3,7,0,132287.65,-2.2901635583706534,0,1,-1.0614167983723215,0,-0.7494211602795274,0.7890737467196896,172344.77349943374,174460.82155688622,11.740061037553975
799,191876.81635220125,1.6137207722892593,0,2.5155883637195844,9,1.2339792447135263,1.162646950707901,214791.4425770308,214491.08238636365,4.203378426313913,4,226904.63863636364,4,0,0,-0.9322242898414651,1.9095174439816964,4,1,186204.07212055975,2.0070435874299983,1.9003791792128195,3.009179843819367,3,4,11,2,259745.57142857142,1.2756818602261126,2,3,1.666565291879668,2,0.3644586893999907,0.5125823058691102,275185.89285714284,271364.8620689655,13.091904169919621
1051,191876.81635220125,0.17925200015412537,1,0.1607834322724602,7,1.2013236402676,1.0660275667736452,214791.4425770308,214491.08238636365,-0.5706671562811166,3,226904.63863636364,3,2,0,-0.9322242898414651,0.5426780650483628,4,1,186204.07212055975,0.34327711794994975,-0.7978280928003665,-0.40236537683492946,2,3,6,0,194638.7776096823,1.1937084023273363,2,2,-0.1395469885630285,2,-0.7494211602795274,-0.3476132878882473,275185.89285714284,271364.8620689655,12.080991165908294
8,191876.81635220125,-0.05211393083541234,1,0.17545306482562342,7,0.09103308910610651,-0.5765019601087032,158342.96,163130.8085106383,0.7616246342105195,2,149126.90293453724,3,1,4,0.8861183557901741,0.11554075913169597,4,1,186204.07212055975,-0.1453289988401247,1.461403379421918,1.0602557514978157,2,2,7,2,194638.7776096823,-0.19984038195185963,1,2,0.08621704649230856,2,1.0683688721835751,2.448022391823165,172344.77349943374,174460.82155688622,12.206072645530174
1399,191876.81635220125,-0.4222994204186727,0,-0.5878644612173082,5,-0.660045813150198,-0.14171473240455218,214791.4425770308,148888.11258278147,-0.5706671562811166,2,149126.90293453724,2,0,1,-0.5511978914553242,0.33677597911930285,3,1,123589.2463768116,-0.07266449942006235,0.9672683168300654,0.7150177694294265,1,2,7,0,194638.7776096823,-1.1425351477877863,0,1,-1.0614167983723215,2,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,11.835008964139341
658,191876.81635220125,-0.4222994204186727,0,0.4931461145684885,7,-1.2805022976227973,0.7278597230037499,171381.57894736843,174134.61538461538,-0.5706671562811166,2,129980.67543859649,3,0,0,-0.9322242898414651,-0.6094974370653128,2,1,186204.07212055975,-0.7867811316517096,0.6983669106754293,-0.03114174020225304,1,2,6,1,194638.7776096823,-1.9212829978261605,1,1,-0.9203142764627358,1,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,11.911701584927597
524,191876.81635220125,2.816823613434855,1,-0.7754217051881797,10,1.2013236402676,1.1143372587407732,214994.68292682926,211104.43902439025,3.6593592785298283,4,226904.63863636364,4,3,5,3.851773823228971,4.564340083832979,4,1,186204.07212055975,4.943691632958036,2.7369613316939096,5.860177373158321,3,4,11,1,259745.57142857142,1.1937084023273363,2,3,1.9675840052867841,2,0.8595164003686655,5.550870783590777,275185.89285714284,271364.8620689655,12.126758838810447
1193,124978.82098765433,-0.4222994204186727,0,-0.8829280338216597,5,-1.476435924298355,0.43800157120098254,214791.4425770308,214491.08238636365,-0.5706671562811166,2,226904.63863636364,2,1,0,-0.9322242898414651,-0.7715905685413812,3,1,186204.07212055975,-0.8093321831958669,0.6501025557245972,-0.0868252856971545,1,3,6,0,132287.65,-2.1672033715224894,0,1,-1.0143826244024596,1,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,11.736069016284437
699,191876.81635220125,-0.19093348942913496,0,-0.7323663911449856,5,-0.17021174646130374,1.162646950707901,148596.88815789475,149385.11643835617,-0.5706671562811166,2,149126.90293453724,2,0,5,0.2383734785337345,-0.35102460579266315,4,1,186204.07212055975,-0.6790372187185137,-0.7978280928003665,-1.1596615955655893,1,2,5,1,132287.65,-0.19984038195185963,0,1,-0.6098887282616473,2,2.4684539610168583,1.5263842556545673,172344.77349943374,174460.82155688622,11.83862560460953
713,191876.81635220125,-1.3477631443768237,1,2.0165714680467257,8,0.5808671557950007,0.19645311136534307,158342.96,163130.8085106383,-0.5706671562811166,3,226904.63863636364,3,1,5,0.6913715299483687,0.38058493357229434,3,1,186204.07212055975,0.15785736080910098,-0.7978280928003665,-0.5397181223890197,2,3,5,1,194638.7776096823,0.4149605522889621,2,2,0.029776037728474297,2,0.5501053310132438,1.1577290011871284,172344.77349943374,174460.82155688622,12.14950229404178
547,191876.81635220125,0.040432441560402745,1,-0.9088947845801948,6,-1.5417471331902075,-1.6876248753526448,195839.7435897436,148888.11258278147,-0.5706671562811166,2,129980.67543859649,3,0,1,-0.29718029253123024,0.023541954780413887,4,1,123589.2463768116,-0.6264180984488134,0.8569497912281634,0.21572197815847677,1,2,6,1,132287.65,-1.1425351477877863,0,2,-0.12073331897508374,2,-0.7494211602795274,-0.10184311824328798,172344.77349943374,174460.82155688622,12.254862809699606
397,191876.81635220125,-0.4222994204186727,0,0.2639995720292841,5,0.05837748466018023,-0.6248116520758311,148596.88815789475,149385.11643835617,-0.5706671562811166,2,149126.90293453724,2,2,1,0.7125396631920432,-0.35102460579266315,2,1,186204.07212055975,-0.6790372187185137,-0.7978280928003665,-1.1596615955655893,1,2,6,0,132287.65,0.29200036544079777,1,2,0.6318134645427065,2,0.9136633375058643,-0.6855472711500663,172344.77349943374,174460.82155688622,11.719939634354555
281,191876.81635220125,0.5957106759352933,0,0.13357850546582936,7,0.613522760240927,0.19645311136534307,174453.8108108108,169304.3125,1.3167462135820345,3,149126.90293453724,3,2,5,-0.04104588028276884,-0.541593557663176,3,1,186204.07212055975,0.025056723937952535,1.0569021188816108,0.8597949877161704,2,3,7,1,194638.7776096823,0.45594728123835027,2,2,0.5142280296180517,2,-0.7494211602795274,0.60474611948597,172344.77349943374,174460.82155688622,12.339291489316397
1389,191876.81635220125,-1.2552167719810086,1,0.1607834322724602,9,1.1686680358216737,1.0660275667736452,214791.4425770308,214491.08238636365,0.3175273707133075,4,226904.63863636364,4,3,5,1.8619692983235683,1.5152368539047734,4,1,186204.07212055975,1.4557956607950424,-0.7978280928003665,0.4217510964896122,2,4,7,2,194638.7776096823,1.1527216733779482,2,3,1.3749534132665242,2,0.8053694632314666,-0.08648248264047803,172344.77349943374,174460.82155688622,12.841325847671216
567,191876.81635220125,0.3643447449457555,1,2.0165714680467257,9,1.1360124313757476,1.0660275667736452,214791.4425770308,214491.08238636365,0.7893807131790953,3,226904.63863636364,3,0,0,-0.9322242898414651,0.14839747497143957,4,1,186204.07212055975,-0.07767584420765286,2.3508464920872525,1.8286886793274557,2,4,11,1,259745.57142857142,1.11173494442856,2,3,0.895204838773933,2,0.3644586893999907,-0.08648248264047803,172344.77349943374,174460.82155688622,12.691580461311874
526,209801.8536585366,-0.3297530480228576,0,0.7237256393837395,7,1.1360124313757476,0.9694081828393895,214791.4425770308,214491.08238636365,-0.5706671562811166,3,226904.63863636364,3,0,0,-0.9322242898414651,0.444107917529132,4,1,186204.07212055975,0.25307291177332064,-0.7978280928003665,-0.4691856314288112,2,3,6,1,194638.7776096823,1.11173494442856,0,2,-0.059588892814263286,2,-0.4554806443918768,1.5263842556545673,172344.77349943374,174460.82155688622,12.078239274020289
246,191876.81635220125,0.5031643035394782,0,0.17545306482562342,7,0.5808671557950007,0.14814341939821518,151492.33974358975,148888.11258278147,-0.0044431453221712575,2,149126.90293453724,3,2,5,1.0342952884958956,1.732091178447081,3,1,186204.07212055975,1.7715103824132443,-0.7978280928003665,0.6556219875681983,2,2,6,1,194638.7776096823,0.4149605522889621,2,2,0.6506271341306512,2,0.7744283562959244,-0.08648248264047803,172344.77349943374,174460.82155688622,12.394624752074764
806,191876.81635220125,1.0121693517164612,1,0.7237256393837395,7,1.2339792447135263,1.1143372587407732,214791.4425770308,214491.08238636365,0.8504440869099619,3,226904.63863636364,3,0,0,-0.9322242898414651,0.7945795531530637,4,1,186204.07212055975,0.6589918395681517,-0.7978280928003665,-0.16849448575634332,2,4,6,0,194638.7776096823,1.2346951312767245,1,2,0.41545626428134175,2,-0.7494211602795274,0.23609086501853108,275185.89285714284,271364.8620689655,12.33569641332368
1387,191876.81635220125,0.5031643035394782,1,0.17545306482562342,7,0.2543111113357379,-0.33495350027306375,174453.8108108108,169304.3125,0.4507565497624711,2,149126.90293453724,3,0,3,0.7400582364088201,0.7398183600868243,2,1,186204.07212055975,0.5687876333915226,2.401409149654791,2.3484017706132025,3,3,12,2,194638.7776096823,0.005093262795080957,1,2,0.4624904382512037,2,-0.7494211602795274,1.0348439163646488,172344.77349943374,174460.82155688622,12.429216196844383
1070,191876.81635220125,-0.4222994204186727,0,-0.5878644612173082,5,-0.6927014175961242,0.8727887989051336,148596.88815789475,149385.11643835617,-0.5706671562811166,2,149126.90293453724,2,0,4,-0.4665253584806262,-0.4583565442024922,2,1,186204.07212055975,-0.681542891112309,-0.7978280928003665,-1.1615177137487527,1,3,4,0,132287.65,0.29200036544079777,0,2,0.5189314470150379,2,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,11.813030057420567
16,124978.82098765433,-0.8387580961998405,0,-0.9088947845801948,7,-1.34581350651465,0.7761694149708779,151492.33974358975,148888.11258278147,-0.5706671562811166,2,129980.67543859649,2,0,0,-0.9322242898414651,-0.4868323645969367,4,1,123589.2463768116,-0.7792641144703238,-0.7978280928003665,-1.2339063228921245,1,2,5,0,132287.65,0.5379207391371265,0,2,0.5189314470150379,2,-0.37812787705302137,1.0348439163646488,172344.77349943374,174460.82155688622,11.790557201568507
1189,191876.81635220125,-0.05211393083541234,1,0.2639995720292841,7,1.0380456180379687,0.8244791069380057,214791.4425770308,214491.08238636365,-0.04330165587817731,3,226904.63863636364,3,0,0,-0.9322242898414651,-0.4890228123195863,4,1,186204.07212055975,-0.8368945795276147,1.1074647764491492,0.2621249327375613,2,3,7,0,194638.7776096823,0.9887747575803958,1,2,0.12854780306518426,2,0.3644586893999907,0.3589759498410107,172344.77349943374,174460.82155688622,12.180754837545884
1120,191876.81635220125,0.040432441560402745,0,-0.5878644612173082,5,-0.3661453731368614,-1.2528376476484937,195839.7435897436,148888.11258278147,-0.5706671562811166,2,149126.90293453724,2,0,2,-0.15112017314987622,-0.031219238285825443,2,1,123589.2463768116,-0.3132090492244067,-0.7978280928003665,-0.8886683408237356,1,2,6,0,194638.7776096823,-0.7736545872432933,1,1,-0.8450595981109568,2,0.33351758246444857,-0.6855472711500663,172344.77349943374,174460.82155688622,11.803353763090035
957,124978.82098765433,-2.088134123543344,0,-0.918478055083067,6,0.31962232022759046,-0.23833411633880797,148596.88815789475,149385.11643835617,-0.5706671562811166,2,149126.90293453724,3,0,4,-0.328932492396742,-1.080443697434971,2,1,186204.07212055975,-1.5134261258523332,0.7374380551594363,-0.5378620042058563,1,2,5,1,194638.7776096823,0.0870667206938572,2,2,-0.01725813624138759,2,0.41087034980330395,-0.6855472711500663,172344.77349943374,174460.82155688622,11.728036844587175
1226,191876.81635220125,-0.19093348942913496,0,-0.5878644612173082,6,-0.3988009775827877,-1.3011473396156217,214791.4425770308,214491.08238636365,-0.22094056127706213,2,149126.90293453724,2,2,5,0.14100006561283182,-1.0213016089234326,4,1,186204.07212055975,-0.06765315463247185,-0.7978280928003665,-0.7067687588737241,1,2,6,0,194638.7776096823,-0.8146413161926814,1,1,-0.9485347808446529,2,0.9832808281108342,-0.6855472711500663,172344.77349943374,174460.82155688622,11.884489021402711
911,191876.81635220125,0.5031643035394782,0,-0.5878644612173082,5,-0.3334897686909351,-1.204527955681366,148596.88815789475,149385.11643835617,1.4333217452500526,2,149126.90293453724,2,0,1,0.00552401285331505,0.11115986368639681,2,1,123589.2463768116,-0.15034034362771523,1.8888876661292882,1.4017814971998779,2,2,12,0,132287.65,-0.7326678582939051,0,2,0.06740337690436381,2,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,11.946654038351252
1302,191876.81635220125,-0.05211393083541234,1,0.4931461145684885,6,-0.9212906487176081,-1.6876248753526448,151492.33974358975,148888.11258278147,-0.5706671562811166,2,149126.90293453724,2,0,3,0.2256725985875298,-0.6204496756785607,1,1,186204.07212055975,-1.0323370262436444,0.9052141461789955,-0.045990685667560094,1,3,7,2,194638.7776096823,-1.4704289793828913,0,1,-1.1884090680909485,1,-0.7494211602795274,-0.6855472711500663,172344.77349943374,174460.82155688622,12.086725887897607
971,191876.81635220125,-0.4222994204186727,0,-0.5878644612173082,4,-0.6927014175961242,-1.6876248753526448,93119.18181818182,93119.18181818182,-0.5706671562811166,2,149126.90293453724,2,0,0,-0.9322242898414651,-0.7321625095336889,2,0,123589.2463768116,-1.1150242152388878,0.28697074228500313,-0.6065383769829015,1,2,6,0,194638.7776096823,0.04607999174446908,0,0,-2.190236973649007,2,-0.7494211602795274,-0.6855472711500663,172344.77349943374,146863.4935064935,11.813030057420567
1292,124978.82098765433,-2.226953682137067,0,-1.2366221368040868,5,0.05837748466018023,-0.6248116520758311,214994.68292682926,211104.43902439025,0.9170586764345438,2,149126.90293453724,2,0,4,-0.44324041191258423,-0.9293028045721505,2,1,186204.07212055975,-1.3405347306804607,0.7466312656262614,-0.40236537683492946,2,2,6,0,132287.65,-0.24082711090124775,0,1,-0.9485347808446529,2,0.681605035489298,-0.6855472711500663,172344.77349943374,174460.82155688622,11.691071650353702
1348,191876.81635220125,1.1047157241122763,1,0.9483463932540599,8,1.1686680358216737,1.0660275667736452,214791.4425770308,214491.08238636365,-0.01554557690960156,3,226904.63863636364,4,3,5,-0.7628792238920692,1.4845705857876792,4,1,186204.07212055975,1.5309658326089,-0.7978280928003665,0.47743464198451363,2,3,7,1,194638.7776096823,1.1527216733779482,2,3,1.1585962130051595,2,-0.7494211602795274,-0.6855472711500663,275185.89285714284,271364.8620689655,12.554836882168736
1442,124978.82098765433,-0.05211393083541234,0,0.2639995720292841,6,1.1033568269298213,0.9210984908722615,214791.4425770308,214491.08238636365,0.24536156539501053,3,226904.63863636364,3,2,5,0.5431945972426473,-0.4517852010345435,4,1,186204.07212055975,-0.7942981488330954,-0.7978280928003665,-1.245043031991105,1,3,3,1,194638.7776096823,1.070748215479172,1,2,-0.2148016669148075,2,0.4031350730694184,-0.6855472711500663,172344.77349943374,174460.82155688622,11.913712983527281
304,191876.81635220125,0.040432441560402745,0,0.2639995720292841,5,0.05837748466018023,-0.6248116520758311,214791.4425770308,214491.08238636365,-0.5706671562811166,2,226904.63863636364,2,0,4,0.9602068221430348,-0.35102460579266315,2,1,186204.07212055975,-0.6790372187185137,-0.7978280928003665,-1.1596615955655893,1,2,5,0,194638.7776096823,-0.1178669240530834,0,2,0.4060494294873694,2,1.2308096835951716,-0.6855472711500663,172344.77349943374,146863.4935064935,11.917723684090689
1241,191876.81635220125,-0.19093348942913496,0,0.2639995720292841,7,1.070701222483895,0.8727887989051336,214791.4425770308,214491.08238636365,0.8282392237351013,3,226904.63863636364,3,0,5,0.23202303856063217,-0.3729290830191589,4,1,186204.07212055975,-0.7040939426564663,1.233871420367995,0.4625856965192066,2,3,8,0,194638.7776096823,1.029761486529784,1,2,0.36371867291449367,2,-0.7494211602795274,0.28217277182696093,172344.77349943374,174460.82155688622,12.323411137947407
919,191876.81635220125,1.5674475860913517,1,0.13357850546582936,7,0.6788339691327796,0.2930724952995989,158342.96,163130.8085106383,-0.5706671562811166,3,226904.63863636364,4,1,3,-0.8306172502718275,0.10896941596374725,4,1,186204.07212055975,-0.6339351156301991,1.9946095864977775,1.1289321242748607,2,3,8,1,194638.7776096823,0.5379207391371265,1,3,1.7277097180404883,2,-0.19248123543976836,2.263694764589445,172344.77349943374,174460.82155688622,12.380025952653611
961,191876.81635220125,-0.8850312823977481,1,-0.9088947845801948,5,-0.3988009775827877,1.1143372587407732,151492.33974358975,169304.3125,-0.5706671562811166,2,149126.90293453724,2,3,3,0.5410777839182798,-0.42988072380804776,3,1,186204.07212055975,-0.7692414248951429,-0.7978280928003665,-1.226481850159471,1,2,4,0,194638.7776096823,0.04607999174446908,0,0,-2.190236973649007,2,0.15560621758508106,-0.6855472711500663,172344.77349943374,174460.82155688622,11.665646551987892
922,191876.81635220125,-0.09838711703331988,0,-0.7754217051881797,5,-2.2928260354465118,0.8727887989051336,148596.88815789475,149385.11643835617,-0.5706671562811166,2,149126.90293453724,2,0,4,1.3624013537728503,0.47696463336887557,3,1,186204.07212055975,0.26810694613609215,1.3349967355030719,1.2644287516457877,2,2,9,0,194638.7776096823,0.04607999174446908,0,0,-2.190236973649007,0,-0.7494211602795274,0.3896972210466306,172344.77349943374,174460.82155688622,11.890676734510876
